timestamp, index, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB], temperature.gpu, clocks.current.sm [MHz]
2026/08/29 11:49:27.669, 0, 69.27, 0, 0, 0, 22, 345
2026/08/29 11:49:27.670, 1, 69.37, 0, 0, 0, 21, 345
2026/08/29 11:49:27.673, 2, 69.93, 0, 0, 0, 20, 345
2026/08/29 11:49:27.674, 3, 69.10, 0, 0, 0, 22, 345
2026/08/29 11:49:27.674, 4, 71.02, 0, 0, 0, 23, 345
2026/08/29 11:49:27.675, 5, 69.53, 0, 0, 0, 20, 345
2026/08/29 11:49:27.675, 6, 69.99, 0, 0, 0, 22, 345
2026/08/29 11:49:27.676, 7, 69.08, 0, 0, 0, 20, 345
2026/08/29 11:49:32.677, 0, 69.26, 0, 0, 0, 22, 345
2026/08/29 11:49:32.677, 1, 69.37, 0, 0, 0, 21, 345
2026/08/29 11:49:32.677, 2, 69.94, 0, 0, 0, 20, 345
2026/08/29 11:49:32.677, 3, 69.11, 0, 0, 0, 22, 345
2026/08/29 11:49:32.677, 4, 70.95, 0, 0, 0, 23, 345
2026/08/29 11:49:32.677, 5, 69.57, 0, 0, 0, 20, 345
2026/08/29 11:49:32.677, 6, 70.05, 0, 0, 0, 22, 345
2026/08/29 11:49:32.677, 7, 69.08, 0, 0, 0, 20, 345
2026/08/29 11:49:37.678, 0, 69.32, 0, 0, 4, 22, 345
2026/08/29 11:49:37.678, 1, 69.44, 0, 0, 4, 21, 345
2026/08/29 11:49:37.682, 2, 69.96, 0, 0, 4, 20, 345
2026/08/29 11:49:37.684, 3, 69.11, 0, 0, 1, 22, 345
2026/08/29 11:49:37.685, 4, 70.92, 0, 0, 1, 23, 345
2026/08/29 11:49:37.687, 5, 69.58, 0, 0, 1, 20, 345
2026/08/29 11:49:37.688, 6, 70.01, 0, 0, 1, 22, 345
2026/08/29 11:49:37.690, 7, 69.12, 0, 0, 1, 20, 345
2026/08/29 11:49:42.705, 0, 69.29, 0, 0, 4, 22, 345
2026/08/29 11:49:42.705, 1, 69.39, 0, 0, 4, 21, 345
2026/08/29 11:49:42.705, 2, 69.97, 0, 0, 4, 20, 345
2026/08/29 11:49:42.705, 3, 69.12, 0, 0, 4, 22, 345
2026/08/29 11:49:42.705, 4, 70.89, 0, 0, 4, 23, 345
2026/08/29 11:49:42.705, 5, 69.64, 0, 0, 4, 20, 345
2026/08/29 11:49:42.705, 6, 70.06, 0, 0, 4, 22, 345
2026/08/29 11:49:42.705, 7, 69.11, 0, 0, 4, 20, 345
2026/08/29 11:49:47.705, 0, 69.28, 0, 0, 4, 22, 345
2026/08/29 11:49:47.706, 1, 69.37, 0, 0, 4, 21, 345
2026/08/29 11:49:47.706, 2, 69.94, 0, 0, 4, 20, 345
2026/08/29 11:49:47.706, 3, 69.11, 0, 0, 4, 22, 345
2026/08/29 11:49:47.706, 4, 70.83, 0, 0, 4, 23, 345
2026/08/29 11:49:47.706, 5, 69.61, 0, 0, 4, 20, 345
2026/08/29 11:49:47.706, 6, 70.03, 0, 0, 4, 22, 345
2026/08/29 11:49:47.706, 7, 69.12, 0, 0, 4, 20, 345
2026/08/29 11:49:52.706, 0, 69.27, 0, 0, 4, 22, 345
2026/08/29 11:49:52.711, 1, 69.38, 0, 0, 4, 21, 345
2026/08/29 11:49:52.712, 2, 69.97, 0, 0, 4, 20, 345
2026/08/29 11:49:52.716, 3, 69.12, 0, 0, 4, 22, 345
2026/08/29 11:49:52.717, 4, 70.84, 0, 0, 4, 23, 345
2026/08/29 11:49:52.721, 5, 69.53, 0, 0, 4, 20, 345
2026/08/29 11:49:52.721, 6, 70.02, 0, 0, 4, 22, 345
2026/08/29 11:49:52.722, 7, 69.13, 0, 0, 4, 20, 345
2026/08/29 11:49:57.723, 0, 69.28, 0, 0, 4, 22, 345
2026/08/29 11:49:57.724, 1, 69.35, 0, 0, 4, 21, 345
2026/08/29 11:49:57.726, 2, 69.98, 0, 0, 4, 20, 345
2026/08/29 11:49:57.728, 3, 69.12, 0, 0, 4, 22, 345
2026/08/29 11:49:57.730, 4, 70.78, 0, 0, 4, 23, 345
2026/08/29 11:49:57.731, 5, 69.58, 0, 0, 4, 20, 345
2026/08/29 11:49:57.733, 6, 70.00, 0, 0, 4, 22, 345
2026/08/29 11:49:57.735, 7, 69.11, 0, 0, 4, 20, 345
2026/08/29 11:50:02.737, 0, 112.88, 0, 0, 529, 23, 1980
2026/08/29 11:50:02.737, 1, 117.03, 0, 0, 529, 23, 1980
2026/08/29 11:50:02.737, 2, 114.19, 0, 0, 529, 21, 1980
2026/08/29 11:50:02.737, 3, 111.98, 0, 0, 529, 24, 1980
2026/08/29 11:50:02.737, 4, 115.32, 0, 0, 529, 24, 1980
2026/08/29 11:50:02.737, 5, 114.71, 0, 0, 529, 21, 1980
2026/08/29 11:50:02.737, 6, 115.03, 0, 0, 529, 23, 1980
2026/08/29 11:50:02.737, 7, 112.72, 0, 0, 529, 21, 1980
2026/08/29 11:50:07.738, 0, 112.95, 0, 0, 1777, 23, 1980
2026/08/29 11:50:07.738, 1, 117.07, 0, 0, 1779, 23, 1980
2026/08/29 11:50:07.738, 2, 114.25, 0, 0, 1777, 22, 1980
2026/08/29 11:50:07.738, 3, 112.04, 0, 0, 1777, 24, 1980
2026/08/29 11:50:07.738, 4, 115.36, 0, 0, 1777, 24, 1980
2026/08/29 11:50:07.738, 5, 114.80, 0, 0, 1779, 22, 1980
2026/08/29 11:50:07.738, 6, 115.12, 0, 0, 1777, 24, 1980
2026/08/29 11:50:07.738, 7, 112.60, 0, 0, 1781, 21, 1980
2026/08/29 11:50:12.739, 0, 113.23, 0, 0, 3943, 24, 1980
2026/08/29 11:50:12.739, 1, 117.36, 0, 0, 3943, 24, 1980
2026/08/29 11:50:12.739, 2, 114.47, 0, 0, 3943, 22, 1980
2026/08/29 11:50:12.739, 3, 112.33, 0, 0, 3943, 24, 1980
2026/08/29 11:50:12.739, 4, 115.57, 0, 0, 3943, 24, 1980
2026/08/29 11:50:12.739, 5, 115.04, 0, 0, 3943, 22, 1980
