timestamp, index, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB], temperature.gpu, clocks.current.sm [MHz]
2026/08/28 17:39:33.842, 0, 71.49, 0, 0, 1, 37, 345
2026/08/28 17:39:33.843, 1, 69.98, 0, 0, 1, 30, 345
2026/08/28 17:39:33.843, 2, 72.14, 0, 0, 1, 29, 345
2026/08/28 17:39:33.843, 3, 72.00, 0, 0, 1, 36, 345
2026/08/28 17:39:33.843, 4, 72.88, 0, 0, 1, 37, 345
2026/08/28 17:39:33.844, 5, 71.21, 0, 0, 1, 31, 345
2026/08/28 17:39:33.844, 6, 72.68, 0, 0, 1, 35, 345
2026/08/28 17:39:33.844, 7, 73.69, 0, 0, 1, 29, 345
2026/08/28 17:39:38.844, 0, 71.43, 0, 0, 1, 36, 345
2026/08/28 17:39:38.845, 1, 69.97, 0, 0, 1, 30, 345
2026/08/28 17:39:38.845, 2, 72.13, 0, 0, 1, 29, 345
2026/08/28 17:39:38.845, 3, 72.07, 0, 0, 1, 36, 345
2026/08/28 17:39:38.845, 4, 72.82, 0, 0, 1, 37, 345
2026/08/28 17:39:38.845, 5, 71.19, 0, 0, 1, 31, 345
2026/08/28 17:39:38.845, 6, 72.62, 0, 0, 1, 34, 345
2026/08/28 17:39:38.845, 7, 73.65, 0, 0, 1, 29, 345
2026/08/28 17:39:43.845, 0, 71.33, 0, 0, 4, 36, 345
2026/08/28 17:39:43.845, 1, 69.98, 0, 0, 4, 30, 345
2026/08/28 17:39:43.845, 2, 72.14, 0, 0, 4, 29, 345
2026/08/28 17:39:43.845, 3, 72.02, 0, 0, 4, 35, 345
2026/08/28 17:39:43.845, 4, 72.74, 0, 0, 4, 37, 345
2026/08/28 17:39:43.845, 5, 71.19, 0, 0, 4, 31, 345
2026/08/28 17:39:43.845, 6, 72.56, 0, 0, 4, 34, 345
2026/08/28 17:39:43.845, 7, 73.74, 0, 0, 4, 28, 345
2026/08/28 17:39:48.846, 0, 71.23, 0, 0, 4, 36, 345
2026/08/28 17:39:48.846, 1, 69.95, 0, 0, 4, 29, 345
2026/08/28 17:39:48.846, 2, 72.06, 0, 0, 4, 29, 345
2026/08/28 17:39:48.846, 3, 71.93, 0, 0, 4, 35, 345
2026/08/28 17:39:48.846, 4, 72.67, 0, 0, 4, 37, 345
2026/08/28 17:39:48.846, 5, 71.20, 0, 0, 4, 31, 345
2026/08/28 17:39:48.846, 6, 72.49, 0, 0, 4, 34, 345
2026/08/28 17:39:48.846, 7, 73.64, 0, 0, 4, 28, 345
2026/08/28 17:39:53.846, 0, 71.21, 0, 0, 4, 35, 345
2026/08/28 17:39:53.847, 1, 69.95, 0, 0, 4, 29, 345
