timestamp, index, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB], temperature.gpu, clocks.current.sm [MHz]
2026/08/28 18:16:31.086, 0, 72.26, 0, 0, 1, 40, 345
2026/08/28 18:16:31.094, 1, 70.47, 0, 0, 1, 33, 345
2026/08/28 18:16:31.097, 2, 72.96, 0, 0, 1, 32, 345
2026/08/28 18:16:31.098, 3, 73.04, 0, 0, 1, 39, 345
2026/08/28 18:16:31.098, 4, 73.93, 0, 0, 1, 41, 345
2026/08/28 18:16:31.098, 5, 71.77, 0, 0, 1, 34, 345
2026/08/28 18:16:31.098, 6, 73.76, 0, 0, 1, 38, 345
2026/08/28 18:16:31.099, 7, 74.73, 0, 0, 1, 32, 345
2026/08/28 18:16:36.099, 0, 72.14, 0, 0, 1, 39, 345
2026/08/28 18:16:36.099, 1, 70.40, 0, 0, 1, 32, 345
2026/08/28 18:16:36.099, 2, 72.89, 0, 0, 1, 31, 345
2026/08/28 18:16:36.099, 3, 72.89, 0, 0, 1, 38, 345
2026/08/28 18:16:36.099, 4, 74.04, 0, 0, 1, 40, 345
2026/08/28 18:16:36.099, 5, 71.71, 0, 0, 1, 34, 345
2026/08/28 18:16:36.099, 6, 73.60, 0, 0, 1, 38, 345
2026/08/28 18:16:36.099, 7, 74.71, 0, 0, 1, 31, 345
2026/08/28 18:16:41.100, 0, 72.07, 0, 0, 4, 39, 345
2026/08/28 18:16:41.100, 1, 70.38, 0, 0, 4, 32, 345
2026/08/28 18:16:41.100, 2, 72.88, 0, 0, 4, 31, 345
2026/08/28 18:16:41.100, 3, 72.83, 0, 0, 4, 38, 345
2026/08/28 18:16:41.100, 4, 73.92, 0, 0, 4, 40, 345
2026/08/28 18:16:41.100, 5, 71.67, 0, 0, 4, 33, 345
2026/08/28 18:16:41.100, 6, 73.51, 0, 0, 4, 37, 345
2026/08/28 18:16:41.100, 7, 74.66, 0, 0, 4, 31, 345
2026/08/28 18:16:46.100, 0, 71.93, 0, 0, 4, 39, 345
2026/08/28 18:16:46.100, 1, 70.35, 0, 0, 4, 32, 345
2026/08/28 18:16:46.100, 2, 72.83, 0, 0, 4, 31, 345
2026/08/28 18:16:46.100, 3, 72.71, 0, 0, 4, 38, 345
2026/08/28 18:16:46.100, 4, 73.75, 0, 0, 4, 40, 345
2026/08/28 18:16:46.100, 5, 71.63, 0, 0, 4, 33, 345
2026/08/28 18:16:46.100, 6, 73.45, 0, 0, 4, 37, 345
2026/08/28 18:16:46.100, 7, 74.59, 0, 0, 4, 31, 345
2026/08/28 18:16:51.101, 0, 71.87, 0, 0, 4, 38, 345
2026/08/28 18:16:51.101, 1, 70.34, 0, 0, 4, 32, 345
2026/08/28 18:16:51.106, 2, 72.79, 0, 0, 4, 31, 345
2026/08/28 18:16:51.108, 3, 72.62, 0, 0, 4, 38, 345
2026/08/28 18:16:51.113, 4, 73.69, 0, 0, 4, 39, 345
2026/08/28 18:16:51.116, 5, 71.58, 0, 0, 4, 33, 345
2026/08/28 18:16:51.118, 6, 73.34, 0, 0, 4, 37, 345
2026/08/28 18:16:51.127, 7, 74.51, 0, 0, 4, 31, 345
2026/08/28 18:16:56.130, 0, 71.78, 0, 0, 4, 38, 345
2026/08/28 18:16:56.130, 1, 70.26, 0, 0, 4, 32, 345
2026/08/28 18:16:56.130, 2, 72.75, 0, 0, 4, 31, 345
2026/08/28 18:16:56.130, 3, 72.58, 0, 0, 4, 37, 345
2026/08/28 18:16:56.131, 4, 73.56, 0, 0, 4, 39, 345
2026/08/28 18:16:56.131, 5, 71.61, 0, 0, 4, 33, 345
2026/08/28 18:16:56.131, 6, 73.25, 0, 0, 4, 37, 345
2026/08/28 18:16:56.131, 7, 74.43, 0, 0, 4, 31, 345
2026/08/28 18:17:01.131, 0, 121.06, 0, 0, 530, 39, 1980
2026/08/28 18:17:01.131, 1, 116.72, 0, 0, 530, 33, 1980
2026/08/28 18:17:01.131, 2, 116.15, 0, 0, 530, 32, 1980
2026/08/28 18:17:01.131, 3, 123.90, 0, 0, 530, 38, 1980
2026/08/28 18:17:01.131, 4, 122.82, 0, 0, 530, 40, 1980
2026/08/28 18:17:01.131, 5, 119.59, 0, 0, 530, 34, 1980
2026/08/28 18:17:01.131, 6, 124.01, 0, 0, 530, 38, 1980
2026/08/28 18:17:01.131, 7, 123.59, 0, 0, 530, 32, 1980
2026/08/28 18:17:06.132, 0, 121.13, 0, 0, 1952, 39, 1980
2026/08/28 18:17:06.132, 1, 116.72, 0, 0, 1848, 33, 1980
2026/08/28 18:17:06.132, 2, 116.25, 0, 0, 1848, 32, 1980
2026/08/28 18:17:06.132, 3, 123.92, 0, 0, 1952, 38, 1980
2026/08/28 18:17:06.132, 4, 122.88, 0, 0, 1952, 40, 1980
2026/08/28 18:17:06.132, 5, 119.70, 0, 0, 1856, 35, 1980
2026/08/28 18:17:06.132, 6, 123.96, 0, 0, 1842, 38, 1980
2026/08/28 18:17:06.132, 7, 123.75, 0, 0, 1950, 32, 1980
2026/08/28 18:17:11.133, 0, 121.22, 0, 0, 3956, 39, 1980
2026/08/28 18:17:11.133, 1, 116.95, 0, 0, 3956, 33, 1980
2026/08/28 18:17:11.133, 2, 116.41, 0, 0, 3956, 32, 1980
2026/08/28 18:17:11.133, 3, 124.03, 0, 0, 3956, 39, 1980
2026/08/28 18:17:11.133, 4, 122.96, 0, 0, 3956, 40, 1980
