timestamp, index, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB], temperature.gpu, clocks.current.sm [MHz]
2026/08/28 23:18:26.755, 0, 71.30, 0, 0, 1, 36, 345
2026/08/28 23:18:26.755, 1, 69.79, 0, 0, 1, 29, 345
2026/08/28 23:18:26.756, 2, 71.95, 0, 0, 1, 28, 345
2026/08/28 23:18:26.756, 3, 72.10, 0, 0, 1, 35, 345
2026/08/28 23:18:26.756, 4, 72.85, 0, 0, 1, 37, 345
2026/08/28 23:18:26.756, 5, 71.18, 0, 0, 1, 30, 345
2026/08/28 23:18:26.756, 6, 72.62, 0, 0, 1, 35, 345
2026/08/28 23:18:26.757, 7, 73.50, 0, 0, 1, 28, 345
2026/08/28 23:18:31.757, 0, 71.17, 0, 0, 1, 36, 345
2026/08/28 23:18:31.757, 1, 69.74, 0, 0, 1, 29, 345
2026/08/28 23:18:31.757, 2, 71.92, 0, 0, 1, 28, 345
2026/08/28 23:18:31.757, 3, 71.99, 0, 0, 1, 35, 345
2026/08/28 23:18:31.757, 4, 72.76, 0, 0, 1, 37, 345
2026/08/28 23:18:31.757, 5, 71.18, 0, 0, 1, 30, 345
2026/08/28 23:18:31.757, 6, 72.59, 0, 0, 1, 35, 345
2026/08/28 23:18:31.757, 7, 73.44, 0, 0, 1, 28, 345
2026/08/28 23:18:36.758, 0, 71.16, 0, 0, 4, 35, 345
2026/08/28 23:18:36.758, 1, 69.76, 0, 0, 4, 29, 345
2026/08/28 23:18:36.758, 2, 71.88, 0, 0, 4, 28, 345
2026/08/28 23:18:36.758, 3, 71.89, 0, 0, 4, 35, 345
2026/08/28 23:18:36.758, 4, 72.71, 0, 0, 4, 37, 345
2026/08/28 23:18:36.758, 5, 71.18, 0, 0, 4, 30, 345
2026/08/28 23:18:36.758, 6, 72.53, 0, 0, 4, 34, 345
2026/08/28 23:18:36.758, 7, 73.40, 0, 0, 4, 28, 345
2026/08/28 23:18:41.758, 0, 71.04, 0, 0, 4, 35, 345
2026/08/28 23:18:41.759, 1, 69.70, 0, 0, 4, 28, 345
2026/08/28 23:18:41.759, 2, 71.87, 0, 0, 4, 28, 345
2026/08/28 23:18:41.759, 3, 71.81, 0, 0, 4, 35, 345
2026/08/28 23:18:41.759, 4, 72.60, 0, 0, 4, 36, 345
2026/08/28 23:18:41.759, 5, 71.15, 0, 0, 4, 30, 345
2026/08/28 23:18:41.759, 6, 72.42, 0, 0, 4, 34, 345
2026/08/28 23:18:41.759, 7, 73.41, 0, 0, 4, 28, 345
2026/08/28 23:18:46.759, 0, 70.98, 0, 0, 4, 35, 345
2026/08/28 23:18:46.765, 1, 69.72, 0, 0, 4, 28, 345
2026/08/28 23:18:46.767, 2, 71.83, 0, 0, 4, 27, 345
2026/08/28 23:18:46.768, 3, 71.70, 0, 0, 4, 34, 345
2026/08/28 23:18:46.769, 4, 72.55, 0, 0, 4, 36, 345
2026/08/28 23:18:46.769, 5, 71.15, 0, 0, 4, 30, 345
2026/08/28 23:18:46.770, 6, 72.32, 0, 0, 4, 34, 345
2026/08/28 23:18:46.771, 7, 73.42, 0, 0, 4, 28, 345
2026/08/28 23:18:51.777, 0, 70.93, 0, 0, 4, 35, 345
2026/08/28 23:18:51.777, 1, 69.68, 0, 0, 4, 28, 345
2026/08/28 23:18:51.778, 2, 71.84, 0, 0, 4, 27, 345
2026/08/28 23:18:51.778, 3, 71.74, 0, 0, 4, 34, 345
2026/08/28 23:18:51.778, 4, 72.49, 0, 0, 4, 36, 345
