timestamp, index, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB], temperature.gpu, clocks.current.sm [MHz]
2026/08/28 18:01:50.665, 0, 70.51, 0, 0, 1, 33, 345
2026/08/28 18:01:50.666, 1, 69.83, 0, 0, 1, 29, 345
2026/08/28 18:01:50.678, 2, 71.78, 0, 0, 1, 28, 345
2026/08/28 18:01:50.678, 3, 71.36, 0, 0, 1, 32, 345
2026/08/28 18:01:50.678, 4, 72.12, 0, 0, 1, 34, 345
2026/08/28 18:01:50.679, 5, 71.07, 0, 0, 1, 30, 345
2026/08/28 18:01:50.679, 6, 71.91, 0, 0, 1, 32, 345
2026/08/28 18:01:50.679, 7, 73.47, 0, 0, 1, 28, 345
2026/08/28 18:01:55.680, 0, 70.51, 0, 0, 1, 33, 345
2026/08/28 18:01:55.680, 1, 69.84, 0, 0, 1, 29, 345
2026/08/28 18:01:55.680, 2, 71.83, 0, 0, 1, 28, 345
2026/08/28 18:01:55.680, 3, 71.33, 0, 0, 1, 32, 345
2026/08/28 18:01:55.680, 4, 72.06, 0, 0, 1, 34, 345
2026/08/28 18:01:55.680, 5, 71.07, 0, 0, 1, 30, 345
2026/08/28 18:01:55.680, 6, 71.90, 0, 0, 1, 32, 345
2026/08/28 18:01:55.680, 7, 73.27, 0, 0, 1, 28, 345
2026/08/28 18:02:00.680, 0, 70.54, 0, 0, 4, 33, 345
2026/08/28 18:02:00.680, 1, 69.89, 0, 0, 4, 28, 345
2026/08/28 18:02:00.680, 2, 71.82, 0, 0, 4, 28, 345
2026/08/28 18:02:00.680, 3, 71.38, 0, 0, 4, 32, 345
2026/08/28 18:02:00.680, 4, 71.93, 0, 0, 4, 34, 345
2026/08/28 18:02:00.680, 5, 71.11, 0, 0, 4, 30, 345
2026/08/28 18:02:00.682, 6, 71.92, 0, 0, 4, 32, 345
2026/08/28 18:02:00.682, 7, 73.51, 0, 0, 4, 28, 345
2026/08/28 18:02:05.682, 0, 70.70, 0, 0, 4, 32, 345
2026/08/28 18:02:05.682, 1, 69.86, 0, 0, 4, 28, 345
2026/08/28 18:02:05.682, 2, 71.83, 0, 0, 4, 28, 345
2026/08/28 18:02:05.682, 3, 71.35, 0, 0, 4, 32, 345
2026/08/28 18:02:05.682, 4, 71.87, 0, 0, 4, 34, 345
2026/08/28 18:02:05.682, 5, 71.08, 0, 0, 4, 30, 345
2026/08/28 18:02:05.682, 6, 71.85, 0, 0, 4, 32, 345
2026/08/28 18:02:05.682, 7, 73.19, 0, 0, 4, 28, 345
2026/08/28 18:02:10.683, 0, 70.69, 0, 0, 4, 32, 345
2026/08/28 18:02:10.696, 1, 69.86, 0, 0, 4, 28, 345
2026/08/28 18:02:10.698, 2, 71.85, 0, 0, 4, 28, 345
2026/08/28 18:02:10.700, 3, 71.36, 0, 0, 4, 32, 345
2026/08/28 18:02:10.704, 4, 71.89, 0, 0, 4, 34, 345
2026/08/28 18:02:10.706, 5, 71.10, 0, 0, 4, 30, 345
2026/08/28 18:02:10.708, 6, 71.93, 0, 0, 4, 31, 345
2026/08/28 18:02:10.718, 7, 73.45, 0, 0, 4, 28, 345
2026/08/28 18:02:15.725, 0, 70.70, 0, 0, 4, 32, 345
2026/08/28 18:02:15.725, 1, 69.89, 0, 0, 4, 28, 345
2026/08/28 18:02:15.725, 2, 71.84, 0, 0, 4, 28, 345
2026/08/28 18:02:15.725, 3, 71.30, 0, 0, 4, 32, 345
2026/08/28 18:02:15.725, 4, 71.84, 0, 0, 4, 34, 345
2026/08/28 18:02:15.725, 5, 71.14, 0, 0, 4, 30, 345
2026/08/28 18:02:15.725, 6, 71.88, 0, 0, 4, 31, 345
2026/08/28 18:02:15.725, 7, 73.32, 0, 0, 4, 28, 345
2026/08/28 18:02:20.725, 0, 120.12, 0, 0, 530, 34, 1980
2026/08/28 18:02:20.725, 1, 115.33, 0, 0, 530, 30, 1980
2026/08/28 18:02:20.725, 2, 115.93, 0, 0, 530, 29, 1980
2026/08/28 18:02:20.725, 3, 118.94, 0, 0, 530, 33, 1980
2026/08/28 18:02:20.726, 4, 118.14, 0, 0, 530, 35, 1980
2026/08/28 18:02:20.726, 5, 119.50, 0, 0, 530, 31, 1980
2026/08/28 18:02:20.726, 6, 120.25, 0, 0, 530, 33, 1980
2026/08/28 18:02:20.726, 7, 121.46, 0, 0, 530, 29, 1980
2026/08/28 18:02:25.726, 0, 120.19, 0, 0, 1816, 34, 1980
2026/08/28 18:02:25.726, 1, 115.43, 0, 0, 1782, 30, 1980
2026/08/28 18:02:25.726, 2, 116.05, 0, 0, 1778, 29, 1980
2026/08/28 18:02:25.726, 3, 119.02, 0, 0, 1798, 33, 1980
2026/08/28 18:02:25.726, 4, 118.31, 0, 0, 1804, 35, 1980
2026/08/28 18:02:25.726, 5, 119.67, 0, 0, 1778, 32, 1980
2026/08/28 18:02:25.726, 6, 120.29, 0, 0, 1790, 33, 1980
2026/08/28 18:02:25.726, 7, 121.68, 0, 0, 1778, 29, 1980
