timestamp, index, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB], temperature.gpu, clocks.current.sm [MHz]
2026/08/29 20:05:37.815, 0, 70.76, 0, 0, 1, 34, 345
2026/08/29 20:05:37.815, 1, 70.28, 0, 0, 1, 31, 345
2026/08/29 20:05:37.815, 2, 72.35, 0, 0, 1, 31, 345
2026/08/29 20:05:37.816, 3, 71.38, 0, 0, 1, 34, 345
2026/08/29 20:05:37.816, 4, 72.26, 0, 0, 1, 36, 345
2026/08/29 20:05:37.816, 5, 71.60, 0, 0, 1, 33, 345
2026/08/29 20:05:37.816, 6, 72.10, 0, 0, 1, 33, 345
2026/08/29 20:05:37.816, 7, 73.86, 0, 0, 1, 30, 345
2026/08/29 20:05:42.817, 0, 70.68, 0, 0, 1, 34, 345
2026/08/29 20:05:42.817, 1, 70.28, 0, 0, 1, 31, 345
2026/08/29 20:05:42.817, 2, 72.27, 0, 0, 1, 31, 345
2026/08/29 20:05:42.817, 3, 71.39, 0, 0, 1, 34, 345
2026/08/29 20:05:42.817, 4, 72.25, 0, 0, 1, 36, 345
2026/08/29 20:05:42.817, 5, 71.61, 0, 0, 1, 33, 345
2026/08/29 20:05:42.817, 6, 72.02, 0, 0, 1, 33, 345
2026/08/29 20:05:42.817, 7, 74.02, 0, 0, 1, 30, 345
2026/08/29 20:05:47.817, 0, 70.79, 0, 0, 4, 34, 345
2026/08/29 20:05:47.818, 1, 70.29, 0, 0, 4, 31, 345
2026/08/29 20:05:47.818, 2, 72.39, 0, 0, 4, 30, 345
2026/08/29 20:05:47.818, 3, 71.41, 0, 0, 4, 34, 345
2026/08/29 20:05:47.818, 4, 72.30, 0, 0, 4, 36, 345
2026/08/29 20:05:47.818, 5, 71.62, 0, 0, 4, 33, 345
2026/08/29 20:05:47.818, 6, 72.01, 0, 0, 4, 33, 345
2026/08/29 20:05:47.818, 7, 73.89, 0, 0, 4, 30, 345
2026/08/29 20:05:52.818, 0, 70.77, 0, 0, 4, 34, 345
2026/08/29 20:05:52.818, 1, 70.30, 0, 0, 4, 31, 345
2026/08/29 20:05:52.818, 2, 72.39, 0, 0, 4, 30, 345
2026/08/29 20:05:52.818, 3, 71.39, 0, 0, 4, 33, 345
2026/08/29 20:05:52.818, 4, 72.29, 0, 0, 4, 36, 345
2026/08/29 20:05:52.818, 5, 71.61, 0, 0, 4, 33, 345
2026/08/29 20:05:52.818, 6, 72.07, 0, 0, 4, 33, 345
2026/08/29 20:05:52.818, 7, 74.04, 0, 0, 4, 30, 345
2026/08/29 20:05:57.819, 0, 70.73, 0, 0, 4, 34, 345
2026/08/29 20:05:57.819, 1, 70.28, 0, 0, 4, 31, 345
2026/08/29 20:05:57.819, 2, 72.38, 0, 0, 4, 30, 345
2026/08/29 20:05:57.819, 3, 71.43, 0, 0, 4, 33, 345
2026/08/29 20:05:57.819, 4, 72.33, 0, 0, 4, 36, 345
2026/08/29 20:05:57.819, 5, 71.65, 0, 0, 4, 33, 345
2026/08/29 20:05:57.819, 6, 71.94, 0, 0, 4, 33, 345
2026/08/29 20:05:57.820, 7, 73.71, 0, 0, 4, 30, 345
2026/08/29 20:06:02.821, 0, 70.82, 0, 0, 4, 34, 345
2026/08/29 20:06:02.821, 1, 70.25, 0, 0, 4, 31, 345
2026/08/29 20:06:02.821, 2, 72.37, 0, 0, 4, 30, 345
2026/08/29 20:06:02.821, 3, 71.41, 0, 0, 4, 33, 345
2026/08/29 20:06:02.821, 4, 72.29, 0, 0, 4, 36, 345
2026/08/29 20:06:02.821, 5, 71.66, 0, 0, 4, 33, 345
2026/08/29 20:06:02.821, 6, 71.99, 0, 0, 4, 33, 345
2026/08/29 20:06:02.821, 7, 73.75, 0, 0, 4, 30, 345
2026/08/29 20:06:07.821, 0, 114.53, 0, 0, 530, 35, 1980
2026/08/29 20:06:07.821, 1, 118.81, 0, 0, 530, 33, 1980
2026/08/29 20:06:07.821, 2, 112.27, 0, 0, 530, 32, 1980
2026/08/29 20:06:07.821, 3, 122.74, 0, 0, 530, 35, 1980
2026/08/29 20:06:07.821, 4, 119.80, 0, 0, 530, 37, 1980
2026/08/29 20:06:07.821, 5, 113.35, 0, 0, 530, 34, 1980
2026/08/29 20:06:07.821, 6, 120.71, 0, 0, 530, 34, 1980
2026/08/29 20:06:07.822, 7, 125.40, 0, 0, 530, 32, 1980
2026/08/29 20:06:12.822, 0, 121.12, 0, 0, 1752, 36, 1980
2026/08/29 20:06:12.822, 1, 116.53, 0, 0, 1752, 33, 1980
2026/08/29 20:06:12.822, 2, 115.40, 0, 0, 1752, 32, 1980
2026/08/29 20:06:12.822, 3, 119.91, 0, 0, 1752, 35, 1980
2026/08/29 20:06:12.856, 4, 119.99, 0, 0, 1752, 37, 1980
2026/08/29 20:06:12.857, 5, 118.79, 0, 0, 1752, 34, 1980
2026/08/29 20:06:12.857, 6, 120.47, 0, 0, 1752, 34, 1980
2026/08/29 20:06:12.857, 7, 122.77, 0, 0, 1752, 32, 1980
2026/08/29 20:06:17.857, 0, 125.02, 0, 0, 3944, 36, 1980
2026/08/29 20:06:17.857, 1, 120.59, 0, 0, 3944, 33, 1980
2026/08/29 20:06:17.857, 2, 119.05, 0, 0, 3944, 32, 1980
2026/08/29 20:06:17.857, 3, 124.13, 0, 0, 3944, 35, 1980
2026/08/29 20:06:17.857, 4, 124.13, 0, 0, 3944, 37, 1980
2026/08/29 20:06:17.857, 5, 122.77, 0, 0, 3944, 34, 1980
2026/08/29 20:06:17.857, 6, 124.48, 0, 0, 3944, 35, 1980
2026/08/29 20:06:17.857, 7, 126.52, 0, 0, 3944, 32, 1980
2026/08/29 20:06:22.858, 0, 121.58, 0, 0, 3944, 36, 1980
2026/08/29 20:06:22.858, 1, 116.86, 0, 0, 3944, 33, 1980
2026/08/29 20:06:22.858, 2, 115.70, 0, 0, 3944, 32, 1980
2026/08/29 20:06:22.858, 3, 120.35, 0, 0, 3944, 35, 1980
2026/08/29 20:06:22.858, 4, 120.35, 0, 0, 3944, 37, 1980
2026/08/29 20:06:22.858, 5, 119.14, 0, 0, 3944, 34, 1980
2026/08/29 20:06:22.858, 6, 120.93, 0, 0, 3944, 35, 1980
2026/08/29 20:06:22.858, 7, 123.32, 0, 0, 3944, 32, 1980
2026/08/29 20:06:27.858, 0, 121.65, 0, 0, 3944, 36, 1980
2026/08/29 20:06:27.859, 1, 116.94, 0, 0, 3944, 33, 1980
2026/08/29 20:06:27.859, 2, 115.79, 0, 0, 3944, 32, 1980
2026/08/29 20:06:27.859, 3, 120.43, 0, 0, 3944, 36, 1980
2026/08/29 20:06:27.859, 4, 120.46, 0, 0, 3944, 38, 1980
2026/08/29 20:06:27.859, 5, 119.18, 0, 0, 3944, 35, 1980
2026/08/29 20:06:27.859, 6, 121.00, 0, 0, 3944, 35, 1980
2026/08/29 20:06:27.859, 7, 123.44, 0, 0, 3944, 33, 1980
2026/08/29 20:06:32.859, 0, 121.79, 0, 0, 3944, 37, 1980
2026/08/29 20:06:32.859, 1, 116.98, 0, 0, 3944, 34, 1980
2026/08/29 20:06:32.859, 2, 115.84, 0, 0, 3944, 33, 1980
2026/08/29 20:06:32.859, 3, 120.59, 0, 0, 3944, 36, 1980
2026/08/29 20:06:32.860, 4, 120.57, 0, 0, 3944, 38, 1980
2026/08/29 20:06:32.860, 5, 119.29, 0, 0, 3944, 35, 1980
2026/08/29 20:06:32.860, 6, 121.17, 0, 0, 3944, 35, 1980
2026/08/29 20:06:32.860, 7, 123.50, 0, 0, 3944, 33, 1980
2026/08/29 20:06:37.860, 0, 121.99, 0, 0, 3944, 37, 1980
2026/08/29 20:06:37.863, 1, 117.11, 0, 0, 3944, 34, 1980
2026/08/29 20:06:37.865, 2, 115.92, 0, 0, 3944, 33, 1980
2026/08/29 20:06:37.866, 3, 120.68, 0, 0, 3944, 36, 1980
2026/08/29 20:06:37.866, 4, 120.77, 0, 0, 3944, 38, 1980
2026/08/29 20:06:37.866, 5, 119.35, 0, 0, 3944, 35, 1980
2026/08/29 20:06:37.866, 6, 121.28, 0, 0, 3944, 35, 1980
2026/08/29 20:06:37.868, 7, 123.45, 0, 0, 3944, 33, 1980
2026/08/29 20:06:42.873, 0, 122.01, 0, 0, 3944, 37, 1980
2026/08/29 20:06:42.873, 1, 117.02, 0, 0, 3944, 34, 1980
2026/08/29 20:06:42.873, 2, 115.93, 0, 0, 3944, 33, 1980
2026/08/29 20:06:42.873, 3, 120.78, 0, 0, 3944, 36, 1980
2026/08/29 20:06:42.873, 4, 120.82, 0, 0, 3944, 38, 1980
2026/08/29 20:06:42.873, 5, 119.36, 0, 0, 3944, 35, 1980
2026/08/29 20:06:42.873, 6, 121.30, 0, 0, 3944, 36, 1980
2026/08/29 20:06:42.873, 7, 123.52, 0, 0, 3944, 33, 1980
2026/08/29 20:06:47.873, 0, 122.09, 0, 0, 3944, 37, 1980
2026/08/29 20:06:47.873, 1, 116.38, 0, 0, 3944, 34, 1980
2026/08/29 20:06:47.873, 2, 116.01, 0, 0, 3944, 33, 1980
2026/08/29 20:06:47.873, 3, 120.83, 0, 0, 3944, 36, 1980
2026/08/29 20:06:47.873, 4, 120.89, 0, 0, 3944, 38, 1980
2026/08/29 20:06:47.873, 5, 119.42, 0, 0, 3944, 35, 1980
2026/08/29 20:06:47.874, 6, 121.41, 0, 0, 3944, 36, 1980
2026/08/29 20:06:47.874, 7, 123.65, 0, 0, 3944, 33, 1980
2026/08/29 20:06:52.874, 0, 121.36, 0, 0, 3944, 37, 1980
2026/08/29 20:06:52.874, 1, 116.43, 0, 0, 3944, 34, 1980
2026/08/29 20:06:52.874, 2, 116.05, 0, 0, 3944, 33, 1980
2026/08/29 20:06:52.874, 3, 120.98, 0, 0, 3944, 36, 1980
2026/08/29 20:06:52.874, 4, 121.02, 0, 0, 3944, 38, 1980
2026/08/29 20:06:52.874, 5, 119.46, 0, 0, 3944, 35, 1980
2026/08/29 20:06:52.874, 6, 121.50, 0, 0, 3944, 36, 1980
2026/08/29 20:06:52.874, 7, 123.64, 0, 0, 3944, 33, 1980
2026/08/29 20:06:57.875, 0, 121.43, 0, 0, 3944, 37, 1980
2026/08/29 20:06:57.875, 1, 116.42, 0, 0, 3944, 34, 1980
2026/08/29 20:06:57.875, 2, 116.00, 0, 0, 3944, 33, 1980
2026/08/29 20:06:57.875, 3, 121.01, 0, 0, 3944, 37, 1980
2026/08/29 20:06:57.875, 4, 121.09, 0, 0, 3944, 39, 1980
2026/08/29 20:06:57.875, 5, 119.50, 0, 0, 3944, 35, 1980
2026/08/29 20:06:57.875, 6, 121.52, 0, 0, 3944, 36, 1980
2026/08/29 20:06:57.875, 7, 123.78, 0, 0, 3944, 33, 1980
2026/08/29 20:07:02.875, 0, 121.51, 0, 0, 3944, 38, 1980
2026/08/29 20:07:02.875, 1, 116.45, 0, 0, 3944, 34, 1980
2026/08/29 20:07:02.875, 2, 116.01, 0, 0, 3944, 33, 1980
2026/08/29 20:07:02.875, 3, 121.09, 0, 0, 3944, 37, 1980
2026/08/29 20:07:02.875, 4, 121.10, 0, 0, 3944, 39, 1980
2026/08/29 20:07:02.876, 5, 119.52, 0, 0, 3944, 35, 1980
2026/08/29 20:07:02.876, 6, 121.66, 0, 0, 3944, 36, 1980
2026/08/29 20:07:02.876, 7, 123.65, 0, 0, 3944, 33, 1980
2026/08/29 20:07:07.876, 0, 121.60, 0, 0, 3944, 38, 1980
2026/08/29 20:07:07.876, 1, 116.47, 0, 0, 3944, 34, 1980
2026/08/29 20:07:07.876, 2, 116.10, 0, 0, 3944, 33, 1980
2026/08/29 20:07:07.876, 3, 121.14, 0, 0, 3944, 37, 1980
2026/08/29 20:07:07.876, 4, 121.24, 0, 0, 3944, 39, 1980
2026/08/29 20:07:07.876, 5, 119.51, 0, 0, 3944, 35, 1980
2026/08/29 20:07:07.876, 6, 121.70, 0, 0, 3944, 36, 1980
2026/08/29 20:07:07.876, 7, 123.71, 0, 0, 3944, 33, 1980
2026/08/29 20:07:12.877, 0, 121.65, 0, 0, 3944, 38, 1980
2026/08/29 20:07:12.877, 1, 116.49, 0, 0, 3944, 34, 1980
2026/08/29 20:07:12.877, 2, 116.10, 0, 0, 3944, 33, 1980
2026/08/29 20:07:12.877, 3, 121.18, 0, 0, 3944, 37, 1980
2026/08/29 20:07:12.877, 4, 121.28, 0, 0, 3944, 39, 1980
2026/08/29 20:07:12.877, 5, 119.57, 0, 0, 3944, 35, 1980
2026/08/29 20:07:12.877, 6, 121.80, 0, 0, 3944, 36, 1980
2026/08/29 20:07:12.877, 7, 123.92, 0, 0, 3944, 33, 1980
2026/08/29 20:07:17.878, 0, 121.78, 0, 0, 3944, 38, 1980
2026/08/29 20:07:17.928, 1, 116.52, 0, 0, 3944, 34, 1980
2026/08/29 20:07:17.929, 2, 116.14, 0, 0, 3944, 33, 1980
2026/08/29 20:07:17.931, 3, 121.34, 0, 0, 3944, 37, 1980
2026/08/29 20:07:17.984, 4, 121.38, 0, 0, 3944, 39, 1980
2026/08/29 20:07:17.984, 5, 119.67, 0, 0, 3944, 35, 1980
2026/08/29 20:07:17.984, 6, 121.90, 0, 0, 3944, 37, 1980
2026/08/29 20:07:18.038, 7, 123.93, 0, 0, 3944, 34, 1980
2026/08/29 20:07:23.092, 0, 121.83, 0, 0, 3944, 38, 1980
2026/08/29 20:07:23.092, 1, 116.59, 0, 0, 3944, 34, 1980
2026/08/29 20:07:23.092, 2, 116.21, 0, 0, 3944, 33, 1980
2026/08/29 20:07:23.092, 3, 121.37, 0, 0, 3944, 37, 1980
2026/08/29 20:07:23.092, 4, 121.45, 0, 0, 3944, 39, 1980
2026/08/29 20:07:23.092, 5, 119.65, 0, 0, 3944, 36, 1980
2026/08/29 20:07:23.092, 6, 121.89, 0, 0, 3944, 37, 1980
2026/08/29 20:07:23.092, 7, 123.94, 0, 0, 3944, 34, 1980
2026/08/29 20:07:28.093, 0, 121.86, 0, 0, 3944, 38, 1980
2026/08/29 20:07:28.093, 1, 116.59, 0, 0, 3944, 34, 1980
2026/08/29 20:07:28.093, 2, 116.25, 0, 0, 3944, 33, 1980
2026/08/29 20:07:28.093, 3, 121.46, 0, 0, 3944, 37, 1980
2026/08/29 20:07:28.093, 4, 121.50, 0, 0, 3944, 39, 1980
2026/08/29 20:07:28.093, 5, 119.68, 0, 0, 3944, 36, 1980
2026/08/29 20:07:28.093, 6, 121.96, 0, 0, 3944, 37, 1980
2026/08/29 20:07:28.093, 7, 123.93, 0, 0, 3944, 34, 1980
2026/08/29 20:07:33.093, 0, 121.93, 0, 0, 3944, 38, 1980
2026/08/29 20:07:33.093, 1, 116.67, 0, 0, 3944, 34, 1980
2026/08/29 20:07:33.093, 2, 116.31, 0, 0, 3944, 33, 1980
2026/08/29 20:07:33.093, 3, 121.52, 0, 0, 3944, 37, 1980
2026/08/29 20:07:33.093, 4, 121.60, 0, 0, 3944, 39, 1980
2026/08/29 20:07:33.094, 5, 119.75, 0, 0, 3944, 36, 1980
2026/08/29 20:07:33.094, 6, 122.13, 0, 0, 3944, 37, 1980
2026/08/29 20:07:33.094, 7, 124.09, 0, 0, 3944, 34, 1980
2026/08/29 20:07:38.094, 0, 122.00, 0, 0, 3944, 38, 1980
2026/08/29 20:07:38.094, 1, 116.64, 0, 0, 3944, 34, 1980
2026/08/29 20:07:38.094, 2, 116.32, 0, 0, 3944, 33, 1980
2026/08/29 20:07:38.094, 3, 121.52, 0, 0, 3944, 38, 1980
